1,旭川栄光教会,28,1,北海道旭川市神楽四条11-4-3,43.75265400,142.35588450,,,,,church_top_1.jpg
2,旭川教会,103,1,北海道旭川市川端町四条10-4-25,43.78546360,142.34446740,,,,,church_top_1.jpg
3,旭川教会,62,1,北海道旭川市東光十九条6-4-2,43.73623020,142.40596050,,,,http://seiiesukai.org/asahikawachurch/,church_top_1.jpg
4,旭川教会,30,1,北海道旭川市東光三条7-2-2,43.75257030,142.41237270,,,,,church_top_3.jpg
5,旭川教会=イエス・キリストよろこびの教会,120,1,北海道旭川市旭町二条3-9,43.78318110,142.35945230,,,,http://yorokobinokyoukai.org/,church_top_3.jpg
6,旭川神愛キリスト教会,176,1,北海道旭川市秋月一条1-8-11,43.79178990,142.38899330,,,,http://www.geocities.jp/shinaichurch/,church_top_3.jpg
7,旭川星光教会,104,1,北海道旭川市春光5条2-6-8,43.80020110,142.35520170,,,,http://www.douhoku.org/asahikawa_seiko/,church_top_1.jpg
8,旭川聖書バプテスト教会,176,1,北海道旭川市神楽岡三条5-6-11,43.74275300,142.37533020,,,,http://abbc1977.com/,church_top_2.jpg
9,旭川聖パウロルーテル教会,150,1,北海道旭川市七条通8-38,43.77162970,142.36322470,,,,,church_top_3.jpg
10,旭川聖マルコ教会,90,1,北海道旭川市二条西3-1-9,43.77107650,142.34532380,,,,http://nskk-hokkaido.jp/church/asahikawa.html,church_top_2.jpg
11,旭川伝道所,87,1,北海道旭川市六条通16-76-2,43.76730840,142.37572060,,,,http://www.wam.go.jp/shofukupub/ApplicationServlet?ACTIONTYPE=ViewJigyoshaInfoAction&JIGYOCODE=0112906904&SERVICECODE=11&BUNJONO=000000&TOWNCODE=01000,church_top_3.jpg
12,旭川東光キリスト教会,127,1,北海道旭川市東光十一条3-1-4,43.74541740,142.39487800,,,,http://asahikawatokochurch.jimdo.com/,church_top_1.jpg
13,旭川豊岡教会,104,1,北海道旭川市六条通25丁目371,43.76315930,142.38787500,,,,http://toyooka.chu.jp/,church_top_1.jpg
14,旭川バプテスト教会,127,1,北海道旭川市八条西1-1-11,43.77544560,142.35098140,,,,http://jbc-allch.jimdo.com/%E5%8C%97%E6%B5%B7%E9%81%93/%E6%97%AD%E5%B7%9D%E3%83%90%E3%83%97%E3%83%86%E3%82%B9%E3%83%88%E6%95%99%E4%BC%9A/,church_top_3.jpg
15,旭川福音教会,145,1,北海道旭川市豊岡十二条6-6-12,43.76909890,142.41164400,,,,http://www.geocities.jp/afk_site/,church_top_3.jpg
16,旭川めぐみキリスト教会,132,1,北海道旭川豊岡二条4-2-13,43.75703290,142.40004330,,,,http://askmegumi-church.com/,church_top_1.jpg
17,旭川六条教会,104,1,北海道旭川市六条通10丁目右4号,43.76981610,142.36577450,,,,http://douhoku.org/asahikawa_rokujo/,church_top_3.jpg
18,神居キリスト教会丘の上チャペル,91,1,北海道旭川市神居町共栄915,43.72728420,142.34293420,,,,http://kamuichapel.org/,church_top_2.jpg
19,忠和聖書バプテスト教会,176,1,北海道旭川市忠和四条1-1-23,43.78137410,142.30897380,,,,http://www.chuwachurch.com/,church_top_3.jpg
20,永山福音キリスト教会,176,1,北海道旭川市永山六条11-3-7,43.79722670,142.42388620,,,,,church_top_3.jpg
21,日本メノナイト旭川キリスト教会,147,1,北海道旭川市末広四条2-3-2,43.80836810,142.37570200,,,,,church_top_3.jpg
22,緑が丘福音キリスト教会,132,1,北海道旭川市緑が丘南一条1-2-1,43.73277360,142.37255320,,,,http://midorigaokac.web.fc2.com/,church_top_1.jpg
23,世の光キリスト教会,176,1,北海道旭川市永山五条23-1-10,43.81466730,142.44739430,,,,,church_top_1.jpg
24,TLCCC北エルサレム教会,58,1,北海道旭川市永山八条17-1-12,43.80234590,142.43787090,,,,http://erusalemu.3.pro.tok2.com/,church_top_2.jpg
25,芦別教会(伝),104,1,北海道芦別市西芦別町1,43.48822520,142.17313180,,,,http://www.hokkai-net.jp/ishikarisorachi.html,church_top_1.jpg
26,上芦別キリスト教会,120,1,北海道芦別市上芦別町514-2,43.48942900,142.21135510,,,,http://www.nazarene.or.jp/kamiashibetsu/,church_top_2.jpg
27,網走教会,28,1,北海道網走市北五条西7-16,44.02282560,144.25580260,,,,,church_top_1.jpg
28,網走キリスト教会,162,1,北海道網走市つくし丘4-3-7,43.99361070,144.28391700,,,,http://jfwbkoinonia.com/index.php/2013-03-03-10-33-48/111-2013-03-03-11-09-06,church_top_2.jpg
29,網走聖ペテロ教会,90,1,北海道網走市南七条東3-2-1,44.01963750,144.27221510,,,,http://nskk-hokkaido.jp/church/abashiri.html,church_top_2.jpg
30,石狩栄光教会,95,1,北海道石狩市花川南五条1-133,43.14968880,141.28604660,,,,http://www.hituzigaoka.com/isikari.htm,church_top_2.jpg
31,ジーザス コミュニティ石狩教会=IJCC,176,1,北海道石狩市花川北六条5-157ハレルヤキッズ館内,43.16715440,141.32672170,,,,http://www.lovehokkaido.net/,church_top_2.jpg
32,花川キリスト教会,109,1,北海道石狩市花川南一条2-241,43.15548840,141.30167500,,,,,church_top_2.jpg
33,若葉キリスト教会,132,1,北海道石狩市花畔二条1-81-1,43.17193970,141.31335040,,,,,church_top_2.jpg
34,岩見沢教会,104,1,北海道岩見沢市九条西3-1,43.19752460,141.76871710,,,,,church_top_1.jpg
35,岩見沢シオンキリスト教会,176,1,北海道岩見沢市南町80-3南町コミュニティセンター,43.19620550,141.77593310,,,,,church_top_2.jpg
36,岩見沢神召キリスト教会=岩見沢グロリアチャペル,91,1,北海道岩見沢市春日町1-7-11,43.19003110,141.77085040,,,,http://www.iwamizawach.org/,church_top_1.jpg
37,岩見沢聖十字教会=聖十字教会,90,1,北海道岩見沢市緑ヶ丘1-21-14岩見沢聖十字幼稚園内,43.18646210,141.77243930,,,,http://nskk-hokkaido.jp/church/iwamizawa.html,church_top_2.jpg
38,岩見沢福音キリスト教会=IECC,176,1,北海道岩見沢市日の出南1-3-4,43.20690180,141.78953970,,,,http://iec.jimdo.com/,church_top_3.jpg
39,札幌キリスト福音館栗沢チャペル,176,1,北海道岩見沢市栗沢町由良740-22,43.12463140,141.75106100,,,,http://kurisawachapel.sapolog.com/c4067.html,church_top_3.jpg
40,単立バプテストぶどうの木キリスト教会,176,1,北海道岩見沢市北村栄町3539,43.26628450,141.69300500,,,,https://www.facebook.com/Grape-Chapel-%E3%81%B6%E3%81%A9%E3%81%86%E3%81%AE%E6%9C%A8%E3%82%AD%E3%83%AA%E3%82%B9%E3%83%88%E6%95%99%E4%BC%9A-119355594838562/,church_top_3.jpg
41,幌向小羊教会,95,1,北海道岩見沢市幌向南三条4-289-16,43.14464320,141.65542030,,,,http://horomuikohitsuji.info/,church_top_3.jpg
42,インマヌエル恵庭キリスト教会,6,1,北海道恵庭市柏木町3-2-1,42.89490720,141.56475510,,,,http://www.geocities.jp/modaxy/,church_top_2.jpg
43,恵庭福音キリスト教会,132,1,北海道恵庭市緑町1-7-1,42.88051500,141.58274830,,,,https://church.ne.jp/eniwa-ecc/,church_top_3.jpg
44,島松教会,104,1,北海道恵庭市島松東町4-1-8,42.91665740,141.57610880,,,,http://www.shimamatsu.org/,church_top_3.jpg
45,めぐみ聖書バプテスト教会,125,1,北海道恵庭市末広町160-2,42.88323670,141.57790980,,,,http://megumibbc.com/,church_top_1.jpg
46,恵み野教会,139,1,北海道恵庭市恵み野東2-1-1,42.90335150,141.58981920,,,,http://www11.big.or.jp/~jelc-h/05_megumino/megumino_indexnew.html,church_top_2.jpg
47,江別教会,104,1,北海道江別市五条5-8,43.11313560,141.55558390,,,,,church_top_3.jpg
48,江別バプテスト・キリスト教会,122,1,北海道江別市いずみ野39-2,43.11605690,141.53635990,,,,https://church.ne.jp/ebetsu/,church_top_2.jpg
49,大麻福音キリスト教会,132,1,北海道江別市大麻高町6-12,43.07529050,141.50125460,,,,https://oasachurch.wordpress.com/,church_top_1.jpg
50,大麻ルーテル教会,150,1,北海道江別市大麻園町32-1,43.08202870,141.49834060,,,,https://sites.google.com/site/oasaluther/home,church_top_3.jpg
51,コイノニアキリスト教会,162,1,北海道江別市野幌東町48-1,43.09046520,141.53567540,,,,http://jfwbkoinonia.com/,church_top_3.jpg
52,三番通福音キリスト教会,132,1,北海道江別市野幌寿町45-1,43.09838610,141.51702350,,,,http://3bandori.jimdo.com/,church_top_2.jpg
53,野幌教会,104,1,北海道江別市野幌若葉町3-8,43.08814290,141.52595390,,,,http://nopporo.wix.com/church,church_top_3.jpg
54,文京台レインボー教会,119,1,北海道江別市文京台14-26,43.06387780,141.49517200,,,,http://revival-jp.org/,church_top_1.jpg
55,見晴台チャペルキリスト教会=見晴台チェペル,162,1,北海道江別市見晴台3-6,43.11456500,141.52140540,,,,,church_top_2.jpg
56,TLCCC北アンテオケ教会(江別),58,1,北海道江別市大麻東町2-1,43.07719570,141.49612730,,,,,church_top_1.jpg
57,アッセンブリー・オブ・ゴッド・シンガポール・ベテルキリスト教会,176,1,北海道小樽市勝納町2-6,43.18421550,141.01417460,,,,,church_top_2.jpg
58,小樽オリーブ・ルーテル教会,150,1,北海道小樽市松ケ枝1-9-5,43.17997930,140.98731340,,,,http://www.nrkota.sakura.ne.jp/,church_top_1.jpg
59,小樽教会,104,1,北海道小樽市富岡1-4-13,43.19289770,140.99392030,,,,https://church.ne.jp/otaru/,church_top_2.jpg
60,小樽キリスト福音館,176,1,北海道小樽市松ケ枝2-12-12,43.17636640,140.98943100,,,,,church_top_3.jpg
61,小樽公園通教会,104,1,北海道小樽市花園4-20-18,43.19027850,140.99700910,,,,http://koendori.sakura.ne.jp/,church_top_3.jpg
62,小樽シオン教会,103,1,北海道小樽市富岡1-2-1,43.19367540,140.99550070,,,,http://nikki-hokkaido.net/kyoukaisyoukai/otaru.html,church_top_1.jpg
63,小樽聖公会,90,1,北海道小樽市東雲町10-5,43.19265760,141.00337980,,,,http://nskk-hokkaido.jp/church/otaru.html,church_top_1.jpg
64,小樽聖十字教会,104,1,北海道小樽市新富町9-1,43.18175190,141.01493860,,,,http://www.seijuji.com/,church_top_2.jpg
65,小樽バプテスト教会,127,1,北海道小樽市奥沢1-22-22,43.18060460,141.00528120,,,,http://9094lztt.wix.com/otarubaputesuto,church_top_1.jpg
66,小樽福音キリスト教会,132,1,北海道小樽市桜1-4-34,43.17869460,141.03605090,,,,http://www.h7.dion.ne.jp/~o-fukuin/,church_top_3.jpg
67,小樽ホーリネス教会,10,1,北海道小樽市高島5-5-6,43.22313900,141.00173690,,,,http://www.geocities.jp/otaruwhc/,church_top_3.jpg
68,手宮教会,104,1,北海道小樽市豊川町2-12,43.20939870,140.99491910,,,,http://www.temiya-church.com/,church_top_2.jpg
69,蘭島キリスト教会,122,1,北海道小樽市蘭島1-27-1,43.19852960,140.86366990,,,,,church_top_1.jpg
70,帯広栄光キリスト教会,132,1,北海道帯広市西十七条南5-24-3,42.90738320,143.17225590,,,,http://space.geocities.jp/obihiroeikou/,church_top_2.jpg
71,帯広教会,103,1,北海道帯広市西六条南22-1-9,42.90653450,143.19802860,,,,http://ecclesia-obihiro.jimdo.com/,church_top_1.jpg
72,帯広教会,104,1,北海道帯広市西十四条北6-4-1,42.93723530,143.18044310,,,,http://www.hokkai-net.jp/doutou.html,church_top_3.jpg
73,帯広教会帯広礼拝堂,139,1,北海道帯広市西十三条南13-1-42,42.91644920,143.18484060,,,,http://www.geocities.jp/jelcpastor/obihiro.html,church_top_2.jpg
74,帯広キリスト伝道所,91,1,北海道帯広市大空町7-5-13,42.87645770,143.14699300,,,,,church_top_1.jpg
75,帯広キリスト福音教会,176,1,北海道帯広市西二十二条南3-5-15,42.91315630,143.13576440,,,,http://www.geocities.jp/obihiro_kfk/,church_top_2.jpg
76,帯広小隊,23,1,北海道帯広市西一条南3-5-15,42.92913760,143.20246330,,,,http://www.salvationarmy.or.jp/index.php?%E5%B8%AF%E5%BA%83%E5%B0%8F%E9%9A%8A,church_top_3.jpg
77,帯広聖公会,90,1,北海道帯広市西八条南12-3,42.91762170,143.19257310,,,,http://www.obihiro-seikokai.com/,church_top_1.jpg
78,帯広バプテスト・キリスト教会,127,1,北海道帯広市東九条南8-1-3,42.92447520,143.21886170,,,,http://obcc.jimdo.com/,church_top_1.jpg
